submission_date,state,tot_cases,new_case,tot_death,new_death
2021-08-20,PW,2,0,0,0
2020-11-06,AK,"17,774",511,125,0
2022-02-11,NY,"2,601,081","3,244","26,529",56
2021-07-07,MA,"710,519",91,"18,008",3
2021-02-06,AL,"470,415","1,002","9,910",42
2022-07-22,MS,"866,040","1,511","12,603",14
2020-12-06,MA,"256,844","4,827","11,123",49
2022-09-06,SD,"257,547",0,"2,993",0
2021-08-12,GU,"8,911",46,143,0
2021-03-29,MP,159,0,2,0
2021-04-26,TX,"2,866,263","1,918","49,788",29
2022-02-09,AL,"1,255,741","2,721","18,456",50
2021-07-01,GU,"8,373",7,140,0
2021-06-27,HI,"36,297",46,513,0
2020-10-23,AL,"181,133","2,078","4,419",21
2021-05-19,MS,"316,525",207,"7,387",4
2021-07-14,NYC,"960,649",399,"33,471",1
2022-08-04,PA,"3,108,489","3,148","46,279",18
2021-01-08,NYC,"486,905","6,930","25,489",64
2022-01-24,PW,760,258,0,0
2021-06-19,AK,"68,005",23,366,0
2021-11-11,PR,"186,186",162,"3,254",2
2022-07-23,IN,"1,813,158",0,"24,061",0
2020-08-05,AK,"3,448",55,38,1
2021-05-29,AK,"67,429",26,362,0
2022-07-10,NM,"570,866",0,"7,963",0
2022-08-10,MS,"889,213","2,079","12,714",13
2021-05-27,ND,"109,869",49,"1,512",2
2021-07-31,ND,"111,658",14,"1,539",0
2021-09-03,SD,"133,855",483,"2,072",1
2020-11-21,NY,"297,988","4,028","9,652",27
2022-05-17,AK,"247,865",0,"1,235",0
2020-04-22,AS,0,0,0,0
2020-02-19,MA,1,0,0,0
2021-04-20,GU,"7,897",13,136,0
2021-09-29,MA,"810,319","1,646","18,600",23
2022-02-27,OH,"2,653,211",577,"36,580",0
2022-02-09,GA,"2,424,950","5,447","33,850",185
2020-10-11,IA,"99,685","1,094","1,460",5
2022-09-24,MA,"2,040,602",0,"21,646",0
2021-09-09,GA,"1,475,996","7,586","23,585",193
2022-06-15,MA,"1,902,067","1,691","20,800",11
2021-05-09,IN,"729,716",905,"13,391",13
2020-06-21,SD,"6,297",72,81,0
2022-05-03,MP,"11,281",0,34,0
2021-09-07,NM,"237,889",627,"4,561",10
2020-08-14,RMI,0,0,0,0
2020-11-18,MA,"195,868","2,904","10,467",26
2020-09-13,RMI,0,0,0,0
2021-04-27,SD,"122,228",148,"1,961",1
2021-03-19,NYC,"804,340","4,309","30,601",48
2020-11-05,IN,"196,176","4,412","4,496",47
2022-07-13,TN,"2,155,053","3,547","26,835",43
2021-06-05,MS,"318,804",89,"7,426",0
2021-10-05,MP,272,0,2,0
2022-03-19,OH,"2,666,030",0,"37,608",0
2020-11-15,PW,0,0,0,0
2021-06-13,NM,"204,194",75,"4,294",0
2021-05-12,FL,"2,242,905","4,051","36,333",38
2021-12-18,PA,"1,883,028","8,873","35,378",195
2022-06-04,NY,"2,944,598","3,401","28,011",20
2022-10-06,FL,"7,129,250","1,994","81,922",24
2021-05-15,RMI,4,0,0,0
2020-03-11,AK,0,0,0,0
2022-04-09,AS,"5,254",236,11,3
2021-03-01,RMI,4,0,0,0
2022-04-17,NYC,"2,344,535","6,661","40,145",11
2021-08-05,PA,"1,237,659","1,800","27,890",7
2021-11-08,KS,"441,642","1,339","6,534",39
2020-11-17,PR,"46,070",513,957,5
2022-03-26,NYC,"2,300,167",0,"40,056",0
2021-10-29,MA,"851,922","1,391","18,996",11
2020-03-29,AR,443,34,6,1
2020-04-07,GA,"8,950","1,562",351,32
2022-10-02,WA,"1,817,950",740,"14,339",0
2021-07-13,PW,2,0,0,0
2021-08-26,AL,"677,840","4,975","13,063",71
2020-09-25,NY,"211,873",537,"9,022",5
2020-04-30,NYC,"174,169","2,757","18,478",259
2022-03-04,RMI,4,0,0,0
2022-10-09,PW,"5,481",0,6,0
2020-03-12,FL,30,4,3,0
2021-06-27,MA,"709,769",31,"17,990",1
2020-05-17,NY,"157,528",896,"7,448",71
2022-02-24,HI,"229,477",278,"1,300",8
2022-07-31,CO,"1,603,572","1,063","12,986",0
2022-03-16,SD,"236,750",35,"2,870",9
2021-12-14,MA,"985,946","4,685","19,725",62
2021-11-05,AS,4,0,0,0
2020-10-05,NYC,"250,415",319,"23,561",6
2021-05-17,SD,"123,686",16,"1,993",2
2021-06-04,PR,"140,152",63,"2,505",1
2022-01-02,CO,"979,373","7,379","10,271",0
2021-12-24,WA,"818,875","5,345","9,784",0
2021-09-14,GA,"1,507,503","7,327","24,028",128
2021-12-07,WA,"785,725","1,937","9,460",24
2020-04-09,AL,"2,945",340,129,11
2022-05-23,TX,"6,818,332","3,503","86,765",1
2021-09-12,SD,"137,122",175,"2,086",1
2022-01-18,AK,"172,329",0,955,0
2020-02-11,NM,0,0,0,0
2021-11-02,PW,10,0,0,0
2020-04-19,HI,576,4,10,1
2020-08-26,NYC,"235,326",320,"23,382",8
2021-11-12,MA,"873,281","3,988","19,159",21
2021-09-08,GU,"12,034",215,155,1
2021-01-29,TN,"713,589","3,946","9,417",101
2022-07-03,RMI,32,6,0,0
2022-03-24,KS,"769,598",0,"8,198",0
2020-11-06,UT,"127,279","2,987",649,17
2021-12-14,TN,"1,339,463","1,797","17,818",50
2021-08-22,PW,2,0,0,0
2021-06-24,NM,"205,215",81,"4,331",2
2021-10-17,TN,"1,262,819",842,"15,880",20
2022-01-12,AK,"167,008","4,382",953,5
2021-02-24,AK,"55,800",177,322,0
2020-01-28,ND,0,0,0,0
2022-08-16,AK,"275,542",0,"1,296",0
2022-02-01,SD,"228,169","1,756","2,660",10
2021-08-03,MP,198,2,2,0
2020-08-01,AR,"43,173",662,458,5
2021-01-02,TX,"1,777,246","4,763","31,823",265
2020-04-29,RMI,0,0,0,0
2021-09-21,PW,7,0,0,0
2021-07-23,AR,"372,313","1,987","6,041",6
2020-04-24,MA,"50,969","4,946","3,194",203
2022-01-14,NYC,"2,057,960",0,"36,519",0
2020-03-07,WA,84,18,16,5
2020-09-20,PR,"21,601",39,595,1
2020-08-09,RMI,0,0,0,0
2020-06-28,NY,"177,789",300,"8,667",3
2022-04-01,MS,"794,721",163,"12,399",2
2021-08-13,MA,"734,486","1,298","18,142",11
2020-11-19,IN,"275,504","7,282","5,126",59
2021-07-15,PR,"142,690",204,"2,548",0
2020-05-25,WV,"1,782",11,73,1
2022-07-05,MA,"1,931,029","4,486","20,970",17
2022-02-07,PR,"465,283",262,"3,945",1
2021-12-19,TN,"1,350,544","1,922","18,028",0
2020-12-12,TX,"1,464,374","16,372","26,767",228
2022-07-30,NYC,"2,720,935",0,"41,097",0
2020-02-07,ND,0,0,0,0
2022-05-17,AS,"6,065",17,30,0
2020-10-11,AL,"164,326",710,"4,203",17
2021-11-14,CO,"796,836","2,952","8,620",0
2021-02-19,KS,"290,832","2,115","4,614",93
2022-04-12,FL,"5,873,016","2,543","74,007",15
2021-07-01,UT,"415,679",540,"2,375",4
2022-01-24,UT,"847,959","21,970","4,063",33
2021-04-09,NM,"193,368",121,"3,865",2
2021-08-23,OH,"1,183,761","2,775","20,689",0
2021-11-02,MA,"856,494","1,264","19,031",28
2022-09-14,PW,"5,430",0,6,0
2022-06-06,MS,"811,833","1,349","12,471",1
2020-03-30,FL,"5,629",845,148,22
2020-12-21,MP,116,0,2,0
2022-08-09,CO,"1,614,226","1,006","13,061",8
2020-09-05,WV,"11,289",252,243,0
2022-02-28,MA,"1,671,292","1,698","23,424",54
2022-07-24,ND,"255,476",0,"2,304",0
2022-07-10,GA,"2,667,557",0,"38,685",0
2021-06-18,WA,"445,904",512,"5,810",0
2021-11-23,WA,"766,719","1,051","9,177",38
2020-04-15,PA,"26,903","1,233",647,63
2022-02-14,NM,"503,623","3,107","6,684",26
2022-03-22,IA,"757,985",178,"9,402",53
2020-12-02,ND,"81,105",970,977,11
2021-09-19,AL,"767,767","1,832","14,747",73
2020-06-27,PA,"89,414",629,"6,606",3
2020-04-30,AR,"3,255",63,61,2
2020-05-20,ND,"2,095",101,49,4
2022-06-11,UT,"962,209",0,"4,793",0
2022-08-29,WV,"580,697","2,162","7,274",6
2022-03-27,OH,"2,669,698",0,"37,793",0
2020-08-08,PA,"123,299",831,"7,313",16
2020-09-04,OK,"67,585","1,000","1,079",12
2020-10-23,IN,"157,713","2,467","4,079",26
2020-06-19,PR,"1,662",16,137,2
2022-05-06,IN,"1,707,085","1,691","23,614",23
2022-05-06,OH,"2,708,071",0,"38,495",0
2022-09-09,MP,"13,147",0,40,0
2020-04-22,TN,"7,648",288,157,5
2021-05-26,TN,"856,842",420,"12,406",6
2020-05-02,NM,"3,732",219,139,8
2021-11-24,MP,572,98,3,0
2020-10-24,AL,"182,376","1,243","4,441",22
2020-06-22,TX,"114,881","3,280","2,659",44
2022-01-14,TX,"5,402,259","57,874","75,783",133
2020-12-27,AS,3,0,0,0
2022-02-27,ND,"238,029",94,"2,192",0
2020-06-09,NM,"9,105",43,393,4
2022-05-12,NYC,"2,424,706","4,791","40,268",6
2020-05-02,AR,"3,372",62,72,8
2022-03-03,UT,"923,987",396,"4,442",6
2020-08-13,MA,"113,517",319,"8,803",12
2021-11-04,MS,"506,042",381,"10,134",0
2021-07-22,AK,"70,539",211,375,0
2022-03-15,CO,"1,413,321",457,"11,870",10
2020-11-02,NY,"246,572",992,"9,282",9
2022-04-20,MS,"796,645",99,"12,432",3
2020-10-06,TX,"773,435","4,132","17,294",59
2021-09-12,WV,"210,289","2,244","3,207",0
2022-04-15,MS,"796,348",86,"12,422",1
2020-08-06,FL,"507,815","7,413","10,246",204
2020-10-11,TN,"211,132","1,871","2,758",26
2021-01-02,KS,"227,745",0,"2,879",0
2022-07-22,AS,"7,471",0,33,0
2020-09-15,PA,"152,218","1,094","7,875",6
2021-08-27,KS,"365,773","1,726","5,547",12
2020-08-09,TN,"119,166","2,095","1,215",9
2020-10-13,ND,"28,947",702,365,8
2021-04-03,FL,"2,042,947","4,780","34,298",50
2021-02-28,KS,"293,663",0,"4,735",0
2020-11-29,WA,"166,425","1,848","2,704",1
2020-11-23,GU,"6,452",0,103,0
2022-06-18,TN,"2,096,072","2,130","26,616",21
2020-05-15,NYC,"194,339","1,342","21,061",91
2022-01-27,AK,"199,552",0,"1,048",0
2020-04-30,AL,"7,168",206,386,14
2022-01-02,PR,"298,388","26,098","3,310",2
2021-03-06,AK,"57,088",129,328,0
2021-10-01,NYC,"1,087,339","1,443","34,291",8
2020-09-22,OK,"85,354","1,205","1,282",18
2021-09-24,OK,"605,545","1,154","8,795",23
2022-07-17,AK,"266,699",0,"1,275",0
2020-07-11,NY,"182,319",423,"8,741",4
2020-01-24,HI,0,0,0,0
2020-05-28,HI,641,3,17,0
2021-10-24,PW,10,0,0,0
2021-09-23,HI,"74,606",437,733,12
2020-11-15,OK,"175,799","2,217","2,346",39
2021-12-26,GA,"1,733,600",0,"31,209",0
2021-11-12,SD,"159,343",521,"2,281",4
2021-06-12,NY,"1,154,753",272,"19,867",9
2021-02-27,MP,143,0,2,0
2021-02-08,KS,"282,960","1,398","4,197",96
2020-08-03,GA,"200,166","2,538","3,842",2
2022-03-24,MS,"793,960",90,"12,369",0
2022-07-20,AS,"7,471",0,33,0
2020-03-11,RMI,0,0,0,0
2020-02-26,RMI,0,0,0,0
2021-06-02,MS,"318,447",136,"7,421",3
2020-06-04,AR,"8,425",358,151,9
2021-08-06,AS,0,0,0,0
2021-06-30,NM,"205,542",58,"4,337",2
2021-06-19,HI,"35,976",57,508,2
2021-02-06,NM,"177,214",421,"3,281",8
2020-02-09,MP,0,0,0,0
2022-06-05,WV,"518,061",0,"6,974",0
2020-06-19,MP,30,0,2,0
2021-02-17,FL,"1,813,267","5,077","31,141",109
2022-06-26,AK,"259,390",0,"1,252",0
2022-06-05,OK,"1,053,558",0,"14,437",0
2020-01-25,CO,0,0,0,0
2022-06-02,OH,"2,780,653","17,530","38,657",29
2021-01-24,AS,3,0,0,0
2021-08-13,ND,"113,225",162,"1,545",0
2022-09-10,MS,"918,874",0,"12,821",0
2020-09-28,TN,"191,081","1,355","2,377",3
2022-01-22,RMI,7,0,0,0
2021-12-16,AL,"855,317",887,"16,586",8
2021-01-24,NM,"169,205",626,"3,046",30
2021-01-04,NY,"584,715","7,483","13,039",127
2022-07-27,TN,"2,194,766","3,466","26,988",28
2022-08-27,MS,"904,905",0,"12,766",0
2021-11-06,AS,4,0,0,0
2020-05-09,RMI,0,0,0,0
2022-04-18,MS,"796,496",148,"12,424",2
2020-01-22,AK,0,0,0,0
2020-12-18,MS,"195,239","2,154","5,084",35
2022-09-16,OH,"3,117,109",0,"39,675",0
2021-08-31,IA,"406,568","1,821","6,268",0
2022-07-12,FL,"6,614,868","12,572","77,147",64
2021-01-22,PW,0,0,0,0
2020-01-23,IN,0,0,0,0
2022-05-28,CO,"1,477,873","1,939","12,547",0
2022-09-05,CO,"1,638,611",447,"13,182",5
2021-02-27,PA,"936,036","3,421","24,000",63
2022-09-09,PA,"3,202,811",0,"46,831",0
2021-09-20,PR,"178,995",33,"3,086",18
2021-02-12,TX,"2,541,845","12,502","43,902",194
2022-09-01,NYC,"2,819,164","1,802","41,617",9
2021-08-14,FL,"2,927,215","16,496","43,817",349
2020-04-22,PR,695,18,63,8
2020-12-10,NYC,"357,000","3,973","24,251",23
2021-04-15,NYC,"901,353","3,081","32,049",39
2022-09-09,NM,"613,896",308,"8,483",4
2021-10-18,NY,"1,400,717","2,316","21,407",21
2022-04-14,MA,"1,721,642","3,255","20,169",2
2021-05-19,WA,"423,944",831,"5,673",20
2021-09-27,WA,"649,675","2,438","7,528",12
2020-08-25,PW,0,0,0,0
2022-09-22,OH,"3,131,645","14,536","39,767",92
2022-10-15,AR,"955,798",280,"12,371",12
2020-11-28,AL,"244,694","2,168","5,304",36
2021-07-18,PA,"1,221,893",337,"27,792",2
2020-06-07,AR,"9,426",325,154,0
2021-03-29,MA,"631,031","1,500","17,178",26
2022-09-28,UT,"1,036,535",0,"5,011",0
2022-10-13,AR,"955,208",386,"12,347",13
2021-09-28,IA,"451,492","2,454","6,482",0
2022-07-12,IA,"805,363","1,402","9,718",15
2021-04-16,TX,"2,836,978","3,474","49,396",39
2021-01-19,TX,"2,135,028","9,476","37,538",335
2022-09-17,MA,"2,030,335",0,"21,588",0
2020-06-24,AK,797,14,16,0
2022-06-17,GA,"2,608,172",0,"38,360",0
2020-02-06,AS,0,0,0,0
2020-03-27,NY,"19,237","3,372",96,37
2022-01-18,PR,"423,221","4,305","3,563",21
2020-06-21,UT,"17,825",425,158,3
2020-07-03,NYC,"219,153",417,"22,994",10
2020-12-01,NM,"99,419","2,324","1,517",20
2021-12-13,OK,"680,617","1,553","11,336",64
2021-09-03,TN,"1,069,069","6,546","13,630",76
2020-12-08,IA,"246,811","1,526","2,919",201
2020-06-18,TN,"32,016",405,497,4
2022-04-02,PW,"4,042",0,6,0
2022-08-28,TX,"7,691,281",0,"88,502",0
2021-03-30,GA,"1,057,741","1,320","18,987",25
2020-03-14,AS,0,0,0,0
2020-12-25,AR,"213,267","2,122","3,438",32
2020-12-30,PA,"640,195","9,491","15,672",319
2022-06-15,ND,"247,303",759,"2,287",2
2021-08-18,ND,"114,179",254,"1,549",1
2022-02-07,AR,"795,071",729,"9,867",36
2021-03-22,SD,"115,972",105,"1,923",0
2021-01-15,TN,"666,897","6,154","8,232",84
2022-03-27,PA,"2,779,049",403,"44,209",1
2021-10-12,WA,"686,526","1,789","8,101",37
2022-08-15,TN,"2,242,573","1,262","27,225",2
2021-03-25,OK,"441,016",263,"7,119",5
2022-05-31,OH,"2,763,123",0,"38,628",0
2020-07-27,IN,"62,907",535,"2,887",3
2021-01-08,RMI,4,0,0,0
2021-07-22,IA,"377,013",287,"6,170",0
2020-03-28,MA,"4,257","1,017",73,15
2021-02-10,ND,"98,353",139,"1,430",1
2022-04-03,GU,"47,386",49,350,1
2021-05-20,NY,"1,144,584","1,013","19,680",14
2022-05-19,UT,"943,368","4,504","4,765",4
2020-05-22,TX,"53,449","1,181","1,684",30
2022-10-14,HI,"349,598",0,"1,687",0
2021-03-08,PA,"956,196","1,412","24,356",7
2021-06-01,NM,"203,151",3,"4,261",2
2020-08-16,MS,"76,109",308,"2,584",7
2020-07-16,NYC,"223,696",418,"23,127",10
2021-02-08,AL,"472,958","1,486","9,983",37
2022-08-09,FL,"6,892,419","8,515","79,065",73
2022-09-17,WV,"595,044",0,"7,364",0
2022-05-19,FL,"6,058,658","8,426","74,636",19
2022-01-29,CO,"1,344,641","6,557","11,061",0
2020-03-01,RMI,0,0,0,0
2021-10-26,PR,"183,921",86,"3,218",0
2022-02-17,AK,"227,111",0,"1,108",0
2022-07-30,PW,"5,308",0,6,0
2020-04-27,OH,"16,325",362,753,25
2022-03-14,NM,"515,531",367,"7,078",28
2021-12-29,MS,"538,852","3,594","10,439",19
2022-02-25,WV,"488,359",913,"6,308",20
2022-05-08,ND,"241,739",0,"2,268",0
2020-07-12,WA,"40,447",830,"1,438",14
2020-10-30,KS,"85,181","3,136","1,029",22
2022-07-05,RMI,32,0,0,0
2020-09-27,ND,"20,983",259,234,3
2021-06-03,OK,"453,552",153,"7,320",3
2021-05-30,NYC,"949,332",262,"33,234",13
2020-11-26,GU,"6,768",63,112,3
2022-03-31,PR,"480,576",495,"4,170",4
2020-11-18,RMI,4,0,0,0
2021-10-09,PR,"182,145",109,"3,182",1
2022-01-10,NY,"2,245,340","22,513","24,256",56
2020-04-17,WA,"11,160",285,603,20
2020-11-08,AR,"121,866","1,038","2,085",17
2021-04-22,IA,"361,894",470,"5,904",5
2020-10-11,ND,"27,737",472,345,6
2021-02-27,UT,"370,770",686,"1,929",22
2022-02-17,RMI,4,0,0,0
2020-11-02,UT,"117,706","1,196",614,0
2022-10-11,MA,"2,060,884",0,"21,771",0
2020-06-29,FL,"149,962","5,970","3,724",49
2021-11-25,NY,"1,547,652","6,762","22,067",24
2021-11-23,FL,"3,708,650","1,644","62,138",23
2020-11-26,MA,"214,594",0,"10,695",25
2021-04-13,TN,"818,687","1,234","12,022",7
2021-07-02,KS,"318,515",205,"5,159",3
2022-03-15,MA,"1,683,224",531,"19,997",16
2021-01-12,NM,"157,974",887,"2,695",28
2022-04-18,HI,"237,097",0,"1,378",0
2022-07-24,AK,"269,068",0,"1,275",0
2021-09-26,MA,"805,731","1,451","18,549",4
2020-12-11,UT,"228,129","2,183","1,025",9
2021-04-27,CO,"513,335","1,487","6,264",9
2020-03-08,TN,0,0,0,0
2021-06-29,SD,"124,521",9,"2,033",3
2021-08-28,PW,4,0,0,0
2021-01-06,NY,"603,543","11,025","13,281",118
2022-07-23,AL,"1,412,034","1,750","20,010",10
2020-06-25,ND,"3,393",31,78,0
2021-01-22,TN,"693,296","4,675","8,684",128
2021-02-18,OH,"947,389","2,282","16,611",98
2021-10-14,SD,"149,678",341,"2,182",5
2020-12-20,HI,"19,893",202,280,1
2020-02-14,TN,0,0,0,0
2020-05-14,TN,"16,586",320,273,9
2020-05-31,HI,644,0,17,0
2020-10-24,FL,"763,024","2,334","17,529",36
2021-11-25,TN,"1,309,212","1,553","16,979",12
2020-10-21,IN,"152,396","1,732","4,009",15
2022-10-16,MA,"2,069,848",0,"21,841",0
2020-03-09,AL,0,0,1,0
2020-10-10,AK,"9,464",231,80,1
2022-03-19,HI,"232,845",0,"1,356",0
2020-09-16,MA,"125,699",306,"9,281",21
2022-06-16,UT,"968,731","6,522","4,806",13
2022-01-04,TN,"1,460,178","9,188","20,952",50
2020-03-10,NYC,46,21,1,0
2020-08-28,AR,"59,583",838,756,17
2020-06-06,PA,"79,291",775,"5,943",12
2020-05-12,MS,"11,649",308,769,10
2022-09-06,RMI,"15,070",7,17,0
2021-05-29,IA,"371,331",105,"6,055",2
2021-03-31,PR,"109,386",502,"2,108",5
2020-11-11,MS,"133,949","1,340","3,899",17
2020-09-05,RMI,0,0,0,0
2021-04-24,AL,"525,340",242,"11,155",13
2020-09-25,WA,"86,265","1,015","2,100",20
2020-05-10,WV,"1,362",15,54,1
2020-05-23,KS,"8,958",0,185,0
2020-03-06,IN,1,1,0,0
2020-09-07,OK,"69,651",565,"1,115",12
2021-03-06,GU,"7,749",1,133,0
2022-05-27,GU,"48,968",0,363,0
2020-12-08,RMI,4,0,0,0
2021-12-22,MA,"1,034,731","8,602","19,963",36
2021-04-01,OH,"1,020,041","2,475","18,611",0
2020-05-08,MA,"75,333","1,612","5,263",116
2021-09-07,WV,"200,308","1,008","3,151",3
2022-02-19,IN,"1,674,269",0,"22,529",0
2021-09-10,CO,"637,813","2,370","7,274",20
2022-02-23,AS,72,15,0,0
2020-12-27,AK,"44,702",308,273,2
2022-02-05,SD,"230,240",0,"2,687",0
2021-05-13,TX,"2,914,643","2,448","50,385",31
2020-10-15,MA,"141,579",587,"9,722",17
2020-03-20,OK,730,69,3,2
2021-02-02,SD,"108,431",116,"1,779",1
2022-02-07,IA,"733,153","3,453","8,657",0
2021-12-06,MS,"516,486",982,"10,299",3
2022-04-22,NY,"2,742,239","5,245","27,390",9
2020-10-20,PW,0,0,0,0
2022-04-17,HI,"237,097",0,"1,378",0
2021-11-17,IA,"509,761","1,248","7,268",0
2020-03-01,GA,2,0,0,0
2022-02-16,AL,"1,268,921","2,022","18,796",50
2022-09-21,UT,"1,034,616",0,"5,001",0
2022-07-25,GA,"2,721,391",0,"38,933",0
2020-03-23,CO,729,125,7,1
2022-07-13,PR,"806,263","2,385","4,653",9
2022-05-30,MP,"11,333",0,34,0
2020-11-17,RMI,4,0,0,0
2021-07-17,MP,187,0,2,0
2021-08-31,CO,"618,795","2,109","7,142",13
2021-12-26,TX,"4,499,025","12,559","74,092",0
2020-03-16,UT,29,8,0,0
2020-12-25,OH,"653,650",0,"8,456",0
2021-08-25,PW,4,0,0,0
2021-02-13,OK,"426,089",909,"6,624",24
2020-04-17,NM,"1,711",114,51,7
2021-05-09,CO,"531,308","1,089","6,357",2
2021-08-29,PW,4,0,0,0
2022-06-08,WV,"520,896",632,"6,997",4
2021-02-04,TN,"727,366","3,340","10,033",133
2020-12-13,AL,"294,729","2,211","6,000",39
2020-12-18,KS,"200,426","5,857","2,341",88
2020-12-12,MP,113,0,2,0
2021-02-25,IA,"334,900",656,"5,438",23
2021-12-19,CO,"881,695","1,906","9,862",0
2020-05-16,MS,"12,756",223,827,14
2020-03-28,WV,113,17,0,0
2022-04-06,NM,"518,705",148,"7,333",18
2022-06-21,MA,"1,910,108","4,389","20,835",17
2021-12-21,GU,"19,414",7,270,0
2021-02-04,HI,"26,101",101,413,2
2021-05-23,AR,"340,137",97,"5,817",1
2022-05-25,OK,"1,048,988",955,"14,420",1
2020-10-15,GU,"3,538",111,63,2
2021-12-17,OH,"1,829,367","10,025","28,028",434
2020-07-30,TN,"99,212","1,172","1,020",21
2021-06-04,NY,"1,152,423",429,"19,808",9
2022-01-23,OK,"893,913",0,"11,872",0
2022-04-05,PA,"2,784,487",797,"44,348",32
2021-01-09,PA,"721,578","9,637","17,667",273
2020-09-26,GA,"330,612","1,442","6,914",40
2020-11-20,AL,"228,480","2,334","5,064",31
2022-08-21,ND,"262,554",0,"2,329",0
2020-01-26,CO,0,0,0,0
2021-05-30,WV,"161,571",142,"2,792",0
2020-05-26,PW,0,0,0,0
2021-06-28,MA,"709,810",41,"17,992",2
2021-03-26,CO,"464,772","1,362","6,086",4
2022-10-12,KS,"883,063","2,866","9,590",17
2022-09-10,IN,"1,908,325",0,"24,549",0
2021-06-11,ND,"110,426",40,"1,520",0
2020-10-20,FL,"747,117","2,167","17,355",50
2021-09-05,PA,"1,319,681","3,176","28,395",15
2020-12-13,SD,"91,038",631,"1,259",16
2022-03-19,MA,"1,685,937",0,"20,029",0
2022-08-13,AL,"1,455,307","1,299","20,207",8
2021-11-23,IN,"1,080,505","3,133","17,369",53
2022-03-04,NY,"2,635,584","1,284","27,019",10
2022-01-31,GU,"33,108",777,294,4
2021-03-02,GU,"7,745",3,131,0
2021-04-04,OK,"443,284",215,"7,163",2
2020-05-16,PW,0,0,0,0
2021-12-25,IN,"1,200,926",0,"18,696",0
2021-04-28,NY,"1,114,458","1,849","19,373",18
2022-05-08,IA,"766,593",0,"9,533",0
2021-11-14,IA,"503,564",0,"7,166",0
2022-04-24,OK,"1,039,415",0,"14,173",0
2021-09-21,ND,"127,283",641,"1,595",2
2021-04-12,KS,"304,719",483,"4,930",-8
2021-10-11,SD,"148,141",107,"2,174",1
2020-05-29,NM,"7,493",129,334,8
2020-07-27,TX,"385,923","4,267","8,959",239
2021-03-06,WA,"343,687",765,"5,041",0
2021-03-30,MA,"633,081","2,050","17,215",37
2021-09-27,SD,"143,183",129,"2,129",2
2020-08-23,TX,"577,537","4,398","13,938",108
2020-04-04,MS,"2,850",143,196,8
2021-06-01,IA,"371,473",49,"6,057",2
2020-06-18,MP,30,0,2,0
2021-08-27,CO,"612,536","2,019","7,111",16
2021-11-07,UT,"560,604",0,"3,286",0
2020-02-12,CO,0,0,0,0
2020-08-01,KS,"27,812",0,358,0
2020-10-14,GU,"3,427",86,61,0
2021-10-15,MA,"833,311","1,649","18,828",12
2020-02-13,ND,0,0,0,0
2020-09-28,OH,"151,802",993,"4,746",5
2022-01-15,AL,"1,056,809","10,027","17,150",53
2020-10-31,IN,"179,358","3,465","4,316",46
2020-07-01,CO,"33,504",294,"1,697",7
2022-05-23,AS,"6,087",0,30,0
2021-05-24,IA,"370,715",90,"6,035",0
2020-06-09,NYC,"210,658",210,"22,493",29
2021-01-18,WA,"290,276","1,620","3,903",0
2021-03-20,AK,"58,893",185,333,1
2022-07-29,ND,"257,331",385,"2,309",0
2020-01-23,NY,0,0,0,0
2020-06-05,AS,0,0,0,0
2020-08-04,UT,"42,544",391,324,5
2020-09-08,AK,"5,844",34,58,1
2021-05-15,IN,"734,736","1,145","13,445",5
2020-05-23,HI,636,0,17,0
2022-10-17,MS,"930,438",0,"12,945",0
2022-02-21,PA,"2,745,403","1,258","42,789",0
2022-01-28,AS,18,0,0,0
2021-03-26,NM,"190,716",225,"3,811",7
2022-08-27,IA,"839,808",0,"9,907",0
2021-11-19,MS,"510,748",426,"10,229",7
2022-03-19,AR,"830,020","1,131","11,078",25
2021-06-17,IA,"372,896",59,"6,109",0
2021-08-18,IN,"809,545","3,451","14,191",25
2021-02-27,SD,"112,293",186,"1,886",7
2021-04-27,MA,"684,630",965,"17,577",13
2022-04-07,KS,"770,275",0,"8,397",0
2020-09-27,PA,"162,415",924,"8,106",3
2020-10-25,RMI,0,0,0,0
2020-04-14,MS,"4,582",219,331,20
2021-09-21,WA,"631,166","2,532","7,315",44
2020-03-14,TN,1,0,0,0
2021-03-24,OK,"440,753",281,"7,114",10
2022-10-12,IA,"859,632",130,"10,125",0
2020-07-13,OH,"66,853","1,261","3,064",6
2021-12-19,GU,"19,390",18,270,0
2020-09-18,HI,"11,291",112,120,13
2020-10-29,KS,"82,045",0,"1,007",0
2022-01-29,OK,"963,655",0,"12,044",0
2022-01-23,TX,"5,934,240","58,118","76,875",77
2021-03-01,AK,"56,398",67,325,2
2020-01-30,OK,0,0,0,0
2020-10-02,PA,"167,291","1,145","8,179",19
2021-12-23,MP,"2,737",96,8,0
2022-07-20,NY,"3,056,075","3,674","28,404",15
2021-11-04,KS,"438,196",0,"6,448",0
2020-02-13,AL,0,0,0,0
2021-05-08,TN,"847,016","1,029","12,257",2
2022-08-16,FL,"6,939,203","6,297","79,577",92
2020-12-18,HI,"19,539",122,279,1
2022-08-09,UT,"1,015,442",0,"4,928",0
2022-07-19,AR,"889,108","1,735","11,643",8
2022-10-09,AL,"1,527,504",163,"20,508",1
2021-06-05,TX,"2,952,601","1,979","51,042",18
2022-03-02,GA,"2,467,923","1,398","35,601",72
2021-04-19,MS,"310,467",303,"7,266",3
